adjective noun attribute
intense anxiety intensity
powerful kick intensity
hollow tree shape
sharp point shape
high price intensity
pure tone manner
challenging task difficulty
responsible adult character
lively discussion manner
high mountain dimension
ungrateful task manner
dutiful child character
dirty work manner
short flight duration
active interest manner
late evening time
ordinary decency relation
black soil color
late movie time
lifelong study duration
cold storm temperature
imperfect understanding quality
dirty money validity
dirty dish state
cool drink temperature
special reason relation
social behavior social
good knife evaluation
unhappy truth emotion
cool air temperature
auspicious beginning evaluation
heavy aircraft weight
broad shoulder dimension
obedient soldier character
cold air temperature
exceptional kindness intensity
superior officer social
wan face appearance
axiomatic truth certainty
pure oxygen composition
courageous example character
regular bedtime relation
superior wisdom evaluation
striking resemblance intensity
snotty nose state
delicate negotiation manner
bad headache intensity
specific application relation
angular shape shape
beautiful theory evaluation
right answer quality
conventional wisdom social
sloppy workmanship manner
conclusive proof certainty
difficult task difficulty
stale beer time
willing helper character
awkward time evaluation
hot breath temperature
ordinary day relation
rough time manner
intense fire intensity
universal experience completeness
other person relation
moderate price intensity
light ring weight
big man power
fair fight manner
late breakfast time
elevated terrain dimension
vital interest importance
good joke evaluation
past youth time
easy victory difficulty
prominent citizen power
outrageous amount intensity
low price intensity
notorious district social
cardinal rule importance
deficient education manner
right man quality
thorough search manner
direct exposure relation
high opinion evaluation
current negotiation time
short holiday duration
big island dimension
moderate success intensity
licensed pharmacist validity
significant contribution importance
direct sunlight relation
perfect circle quality
inappropriate pressure quality
other side relation
unkind remark manner
atypical behavior relation
whole loaf completeness
reputable business social
current topic time
sound explanation manner
supreme sacrifice intensity
grievous crime emotion
ultimate achievement intensity
intrusive presence manner
bright future evaluation
dominant partner power
thick cream consistency
genial host emotion
natural environment naturalness
indirect light relation
careless mistake manner
familiar figure relation
incredible speed intensity
cheerful greeting emotion
lawful method validity
fascinating story emotion
regular meal continuity
heavy thing weight
short money quantity
big business intensity
unhappy time emotion
shabby treatment manner
longtime companion duration
cool breeze temperature
late flight time
honorable life manner
thick smoke consistency
striking thing manner
full glass state
same dimension relation
creative imagination manner
light body weight
slow lane speed
short story duration
fine-grained rock texture
harsh cry manner
hot stove temperature
proper place quality
stale bread time
curt reply character
heavy load weight
confident speaker character
handicapped baby health
irregular behavior relation
tall tree dimension
direct flight relation
dirty job manner
cool wind temperature
affable smile emotion
whole wardrobe completeness
sharp knife shape
perfect manner quality
low ceiling dimension
evil deed evaluation
bold adventure manner
average people relation
critical shortage intensity
sincere regret manner
confident reply character
delicate flavor taste
clean animal state
reputable scientist social
erroneous conclusion quality
long-term reconstruction duration
mild pain intensity
uncommon bird relation
whole hog completeness
right bank location
concise explanation manner
dominant role power
thick soup consistency
near approach relation
serious student character
powerful arm constitution
mistaken view quality
grave decision importance
minuscule amount quantity
permanent value duration
sincere friendship manner
silent consent certainty
unswerving allegiance stability
long line dimension
posthumous book time
lively party manner
low bow dimension
different conclusion relation
other employment relation
spectacular rise manner
potent toxin function
perfect happiness quality
careless remark manner
high ceiling dimension
terrific battle intensity
hot argument emotion
minor share quantity
senseless act manner
timid response character
competent performance manner
cool reception emotion
mild fever intensity
critical mass intensity
powerful bomb function
cold beer temperature
sunny smile emotion
average merit relation
cordial greeting emotion
extinct volcano function
grave responsibility importance
meager fare quantity
pleasant scene evaluation
determinate answer certainty
moderate size intensity
interior decoration location
worthwhile book evaluation
big city dimension
powerful drug function
fractional share completeness
perfect specimen quality
faithful service character
hot topic emotion
big group quantity
beautiful painting evaluation
standard size relation
near neighbor location
massive sculpture dimension
reasonable price intensity
many people quantity
total disaster intensity
fundamental error importance
big hole dimension
flagrant violation intensity
independent judgment social
scanty harvest quantity
exquisite pain intensity
happy day emotion
low sun dimension
big continent dimension
innovative work manner
huge wave dimension
big day importance
current position time
low hill dimension
convenient excuse quality
direct link relation
dire emergency intensity
intelligent question intelligence
unnatural interest relation
sociable occasion manner
false tale quality
inaccurate translation accuracy
long life duration
different part relation
grey jacket color
right hand location
important question importance
ultimate goal intensity
other book relation
intelligent life intelligence
young people age
happy smile emotion
potent weapon function
dull sky light
cold finger temperature
nice face evaluation
same day relation
nice day evaluation
bad shape manner
indirect path relation
rough life manner
permanent address duration
meritorious conduct evaluation
honorable service manner
proud moment emotion
macabre tale emotion
ingrown toenail health
low reservoir intensity
loyal friend character
long time duration
painful process manner
other house relation
indulgent parent character
heavy metal weight
clean dish state
unswerving devotion stability
cozy nook manner
easy answer difficulty
interior scene location
short life duration
lazy river speed
fair means manner
deplorable state evaluation
moderate demand intensity
short passage dimension
red sweater color
low cloud dimension
underhand method certainty
recent addition time
positive attitude evaluation
fundamental change importance
inconvenient place quality
bold speech character
right road quality
light material weight
slow step speed
terrific noise intensity
acknowledged leader social
willing participant character
grim man emotion
senior officer social
regular duty continuity
intense pain intensity
light machine weight
conclusive evidence certainty
critical illness intensity
happy marriage emotion
perpetual struggle continuity
moderate estimate intensity
vibrant group manner
right thing quality
curly hair shape
incomplete account completeness
conventional behavior social
lifeless body state
sultry summer climate
similar food relation
exaggerated opinion manner
other sex relation
cold wind temperature
worthy cause evaluation
ignoble part manner
fearless reporter character
false assumption quality
plentiful food quantity
inadmissible evidence validity
attractive personality evaluation
flat cut dimension
improper medication quality
active volcano function
individual way relation
critical element importance
red blouse color
different side relation
slight evidence importance
bad choice evaluation
great multitude intensity
inconclusive evidence certainty
nice fellow evaluation
perfect day quality
cheery hello emotion
bright sun light
whole attention completeness
dead man state
barren woman health
ultimate destiny intensity
big mouth dimension
longtime dream duration
nice gesture evaluation
humdrum existence manner
swarthy face appearance
loyal supporter character
tough job manner
direct contact relation
full game completeness
responsible journalism manner
short month duration
bright room light
evil purpose evaluation
wet weather climate
light structure weight
sound thrashing intensity
massive increase intensity
right decision quality
individual page relation
direct hit relation
heavy structure weight
pleasant evening evaluation
high point intensity
high hope intensity
tall people dimension
desperate illness intensity
voluminous skirt dimension
twisty track shape
familiar song relation
amusing speaker emotion
bad review evaluation
beautiful child appearance
obvious error certainty
typical case relation
dull glow light
low supply quantity
big expenditure intensity
abundant supply quantity
uncommon character relation
miniature camera dimension
exciting account emotion
careful research manner
long friendship duration
false testimony quality
uncertain future certainty
solitary walk social
internal organ location
miscellaneous crowd relation
easy job difficulty
gruff manner character
intense desire intensity
special permission relation
raw deal manner
drab life manner
nice dress evaluation
ragged line shape
precious memory evaluation
mute child health
big voice sound
uncertain consequence certainty
empty glass state
contaminated water composition
hot temper emotion
easy way difficulty
easy problem difficulty
essential feature importance
long word dimension
acid comment emotion
brusque manner character
torrential rain intensity
unchangeable fact stability
red dress color
tame animal naturalness
gallant warrior character
near future time
useful member function
mindless violence manner
hot month temperature
perfect reproduction quality
dull day manner
pleasant sensation evaluation
attractive illustration evaluation
good dress evaluation
impure thought manner
plenary session completeness
past year time
knotty problem difficulty
tall ship dimension
fair deal manner
audible whisper sound
empty seat state
current event time
ambitious schedule manner
haphazard system manner
idyllic life manner
spare figure constitution
sharp scissors shape
evident hostility certainty
broad river dimension
exemplary behavior evaluation
black lie manner
respectable company social
nice manner evaluation
high forehead appearance
remarkable sight evaluation
permanent secretary duration
short supply quantity
supreme courage evaluation
mighty blow intensity
prominent feature importance
docile pupil character
regular call continuity
total failure intensity
lamentable decision evaluation
