adjective noun attribute
dark undercurrent manner
sick child health
powerful kick intensity
hollow tree shape
high price intensity
challenging task difficulty
responsible adult character
high mountain dimension
unusual punishment relation
generous donation quantity
active interest manner
longstanding friendship duration
left hand location
lifelong study duration
close formation location
cold storm temperature
imperfect understanding quality
cool drink temperature
special reason relation
social behavior social
good knife evaluation
square deal manner
free choice social
cool air temperature
auspicious beginning evaluation
heavy aircraft weight
broad shoulder dimension
cold air temperature
exceptional kindness intensity
accurate measurement accuracy
noble deed manner
superior officer social
atrocious crime emotion
wan face appearance
axiomatic truth certainty
deep cavity dimension
extraordinary session relation
courageous example character
superior wisdom evaluation
temporary housing duration
dark corner light
striking resemblance intensity
deaf adult health
snotty nose state
milky glass surface
delicate negotiation manner
bad headache intensity
specific application relation
deaf-mute child health
right answer quality
conventional wisdom social
deep indentation dimension
conclusive proof certainty
sick worker health
stale beer time
disobedient child character
square window shape
awkward time evaluation
extreme example manner
final answer relation
universal experience completeness
dark day emotion
light ring weight
big man power
unique ability relation
dry land state
elevated terrain dimension
vital interest importance
good joke evaluation
unique accent relation
past youth time
left side location
easy victory difficulty
unpopular idea social
prominent citizen power
outrageous amount intensity
low price intensity
notorious district social
cardinal rule importance
squat tower dimension
right man quality
free country social
direct exposure relation
high opinion evaluation
current negotiation time
big island dimension
significant contribution importance
immoderate laughter intensity
direct sunlight relation
poor light evaluation
inappropriate pressure quality
unkind remark manner
atypical behavior relation
whole loaf completeness
reputable business social
current topic time
sound explanation manner
supreme sacrifice intensity
explicit instruction certainty
ultimate achievement intensity
intrusive presence manner
bitter word emotion
dominant partner power
thick cream consistency
natural environment naturalness
careless mistake manner
familiar figure relation
major portion quantity
incredible speed intensity
cheerful greeting emotion
lawful method validity
fascinating story emotion
adequate training manner
wrong assumption quality
heavy thing weight
distant village location
big business intensity
ugly face appearance
everyday scene relation
cool breeze temperature
honorable life manner
thick smoke consistency
striking thing manner
same dimension relation
light body weight
immediate reply time
paltry wage quantity
slow lane speed
far journey location
far side location
harsh cry manner
proper place quality
stale bread time
curt reply character
heavy load weight
confident speaker character
lukewarm coffee temperature
irregular behavior relation
tall tree dimension
accurate reproduction accuracy
warm greeting emotion
direct flight relation
cool wind temperature
affable smile emotion
whole wardrobe completeness
low ceiling dimension
irresponsible action character
evil deed evaluation
sticky question difficulty
average people relation
thin line dimension
critical shortage intensity
unusual ability relation
confident reply character
delicate flavor taste
ample supply quantity
clean animal state
unfair method manner
incessant noise continuity
reputable scientist social
solid comfort evaluation
erroneous conclusion quality
immediate influence relation
long-term reconstruction duration
mild pain intensity
uncommon bird relation
benign ruler character
dreadful manner evaluation
whole hog completeness
right bank location
warm climate temperature
concise explanation manner
rapid rise speed
dominant role power
fine rain texture
thick soup consistency
accurate accounting accuracy
near approach relation
serious student character
powerful arm constitution
mistaken view quality
thin oil consistency
correct answer quality
minuscule amount quantity
permanent value duration
silent consent certainty
unswerving allegiance stability
awful voice evaluation
posthumous book time
implicit agreement certainty
wrong road quality
distant sound location
low bow dimension
deep voice sound
potent toxin function
dark shadow light
careless remark manner
high ceiling dimension
vertical pillar dimension
competent performance manner
deep snow dimension
cool reception emotion
mild fever intensity
critical mass intensity
powerful bomb function
cold beer temperature
sunny smile emotion
average merit relation
cordial greeting emotion
meager fare quantity
pleasant scene evaluation
far country location
unpopular war social
determinate answer certainty
deep breath intensity
worthwhile book evaluation
incorrect calculation quality
big city dimension
extraordinary achievement intensity
powerful drug function
varicose vein health
fractional share completeness
big group quantity
near neighbor location
warm temperature temperature
generous portion quantity
massive sculpture dimension
friendly advice manner
reasonable price intensity
many people quantity
transient beauty duration
big hole dimension
benign influence evaluation
scanty harvest quantity
low sun dimension
big continent dimension
tasty morsel taste
innovative work manner
jumbo jet dimension
jumbo shrimp dimension
ominous silence evaluation
big day importance
current position time
low hill dimension
fresh air composition
extraordinary capacity intensity
warm coat temperature
thin soup consistency
inclined plane dimension
dissimilar people relation
direct link relation
dire emergency intensity
deep emotion intensity
sociable occasion manner
inaccurate translation accuracy
complex set difficulty
right hand location
important question importance
fresh bread time
enough food quantity
ultimate goal intensity
innermost feeling manner
young people age
potent weapon function
cold finger temperature
poor morale evaluation
same day relation
bad shape manner
dependent child social
extraordinary authority intensity
longstanding conflict duration
permanent address duration
thin air consistency
honorable service manner
placid temperament character
clever man intelligence
proud moment emotion
acquisitive society character
white dress color
ingrown toenail health
low reservoir intensity
deep soil dimension
painful process manner
sardonic laughter emotion
heavy metal weight
blue robe color
clean dish state
unswerving devotion stability
cozy nook manner
easy answer difficulty
extraordinary popularity intensity
usual bedtime relation
lazy river speed
overwhelming joy intensity
monumental contribution importance
red sweater color
low cloud dimension
unfaithful lover character
recent addition time
positive attitude evaluation
right road quality
light material weight
slow step speed
grim man emotion
light machine weight
unfair trial manner
original mind manner
available information relation
functional architecture function
extreme danger intensity
conclusive evidence certainty
critical illness intensity
friendly person character
warm room temperature
ample food quantity
separate church relation
vibrant group manner
right thing quality
curly hair shape
formal ball social
conventional behavior social
warm day temperature
noble spirit manner
accurate scale accuracy
similar food relation
exaggerated opinion manner
cold wind temperature
inadmissible evidence validity
solid block texture
attractive personality evaluation
dry climate climate
improper medication quality
benign smile evaluation
active volcano function
individual way relation
critical element importance
red blouse color
slight evidence importance
bad choice evaluation
great multitude intensity
consummate performance quality
whole attention completeness
dead man state
barren woman health
continuous line continuity
ultimate destiny intensity
big mouth dimension
deep sleep intensity
wrong medicine quality
original approach manner
poor salary quantity
tough job manner
direct contact relation
responsible journalism manner
outstanding fact manner
crooked thing shape
evil purpose evaluation
longstanding claim duration
wet weather climate
warm night temperature
light structure weight
dark glass light
longstanding reputation duration
sound thrashing intensity
massive increase intensity
right decision quality
individual page relation
external concern manner
direct hit relation
heavy structure weight
pleasant evening evaluation
high point intensity
high hope intensity
tall people dimension
desperate illness intensity
complex mass difficulty
familiar song relation
bad review evaluation
slim chance intensity
wrong information quality
obvious error certainty
deep concentration intensity
typical case relation
wild goose naturalness
low supply quantity
continuous row continuity
big expenditure intensity
abundant supply quantity
uncommon character relation
miniature camera dimension
exciting account emotion
careful research manner
few woman quantity
free enterprise social
solitary walk social
internal organ location
easy job difficulty
somber mood emotion
gruff manner character
uneven ground dimension
special permission relation
crucial information importance
puzzling statement manner
drab life manner
dry paint state
warm personality emotion
precious memory evaluation
mute child health
big voice sound
empty glass state
wrong paper quality
contaminated water composition
easy way difficulty
easy problem difficulty
fine weave texture
essential feature importance
unfair advantage manner
acid comment emotion
available candidate relation
unchangeable fact stability
red dress color
tame animal naturalness
correct version quality
fine grain texture
oily rag state
near future time
deep cut dimension
useful member function
mindless violence manner
successful architect power
separate issue relation
pleasant sensation evaluation
dormant volcano function
attractive illustration evaluation
good dress evaluation
past year time
knotty problem difficulty
tall ship dimension
original music manner
audible whisper sound
empty seat state
current event time
haphazard system manner
enjoyable company emotion
spare figure constitution
shallow breathing intensity
broad river dimension
exemplary behavior evaluation
respectable company social
high forehead appearance
remarkable sight evaluation
permanent secretary duration
supreme courage evaluation
free port social
prominent feature importance
docile pupil character
weak president power
lamentable decision evaluation
significant change importance
hollow wall shape
friendly neighborhood manner
blue day emotion
cool room temperature
varied work relation
right side location
cozy room manner
eye-catching poster manner
wide road dimension
fine film texture
warm debate emotion
same rule relation
ill omen evaluation
grim joke manner
cold season temperature
dark purpose manner
fresh scent smell
conventional form social
logical mind manner
atypical family relation
formal requirement social
middling performance power
valiant soldier character
deep cleft dimension
fresh lettuce time
plain girl appearance
tacit agreement certainty
implicit criticism certainty
lasting influence duration
conservative estimate intensity
genuine emotion manner
featured item manner
natural cliff naturalness
deep sigh intensity
admissible evidence validity
bubbly personality character
extraordinary desire intensity
formal dress social
direct route relation
glaring error intensity
rational analysis manner
noticeable lack certainty
ultimate insult intensity
gloomy day emotion
internal mechanism location
definitive verdict certainty
offensive remark manner
wide margin dimension
critical temperature intensity
serious look manner
formal education social
breathtaking adventure emotion
heavy fog consistency
proud name manner
dishonest politician character
long-standing habit duration
cylindrical container shape
tropical weather climate
stiff drink function
cold logic emotion
friendly host character
future historian time
flourishing business manner
significant detail importance
uncommon amount relation
many cloud quantity
bad light evaluation
serious attempt manner
domestic animal naturalness
continuous fear continuity
similar price relation
lazy pace speed
tough life manner
steadfast ally stability
extraordinary beauty intensity
powerful argument power
good secretary evaluation
cheerful nature emotion
warm afternoon temperature
rudimentary plan completeness
warm body temperature
deaf audience health
wrong time quality
social animal social
perpendicular height dimension
tiny feet dimension
