adjective noun attribute
mild fear intensity
mild concern intensity
mild trouble intensity
dark current manner
dark undercurrent manner
sick infant health
sick kid health
powerful stimulus intensity
powerful movement intensity
powerful stimulation intensity
powerful input intensity
powerful stimulant intensity
powerful motion intensity
powerful kick intensity
powerful objection intensity
powerful stimulus intensity
powerful movement intensity
powerful stimulation intensity
powerful input intensity
powerful stimulant intensity
powerful motion intensity
powerful kick intensity
powerful objection intensity
hollow tree shape
hollow oak shape
hollow sycamore shape
hollow tree shape
hollow oak shape
hollow sycamore shape
solid tree shape
solid oak shape
solid ash shape
solid teak shape
solid beech shape
solid mahogany shape
high terms intensity
high valuation intensity
high toll intensity
high worth intensity
high cost intensity
high reward intensity
low terms intensity
low valuation intensity
low toll intensity
low worth intensity
low cost intensity
low reward intensity
high terms intensity
high valuation intensity
high toll intensity
high worth intensity
high cost intensity
high reward intensity
challenging endeavour difficulty
challenging project difficulty
challenging assignment difficulty
challenging venture difficulty
challenging endeavor difficulty
challenging marathon difficulty
challenging undertaking difficulty
challenging proposition difficulty
challenging labor difficulty
challenging enterprise difficulty
responsible individual character
responsible professional character
responsible adult character
responsible character character
responsible individual character
responsible professional character
responsible adult character
responsible character character
irresponsible individual character
irresponsible adult character
irresponsible character character
high elevation dimension
high mount dimension
high mountain dimension
low elevation dimension
low mountain dimension
high elevation dimension
high mount dimension
high mountain dimension
unusual discipline relation
unusual punishment relation
unusual discipline relation
unusual punishment relation
usual penalty relation
usual punishment relation
clean operation manner
clean care manner
clean washing manner
clean wash manner
clean shop manner
clean action manner
clean lab manner
clean writing manner
clean laundry manner
clean output manner
clean laboratory manner
generous benefaction quantity
generous gift quantity
generous contribution quantity
generous donation quantity
generous offering quantity
generous benefaction quantity
generous gift quantity
generous contribution quantity
generous donation quantity
generous offering quantity
active enthusiasm manner
active pursuit manner
active pastime manner
active involvement manner
active welfare manner
active recreation manner
active concern manner
active benefit manner
active enthusiasm manner
active pursuit manner
active pastime manner
active involvement manner
active welfare manner
active recreation manner
active concern manner
active benefit manner
middle period time
extraordinary modesty relation
longstanding relationship duration
middle picture time
left hand location
left hooks location
left paw location
left right location
left fist location
right hand location
right script location
right hooks location
right contractor location
right left location
right paw location
right right location
right writing location
right bidder location
right fist location
right jack location
left hand location
left hooks location
left paw location
left right location
left fist location
lifelong learning duration
close split location
close settlement location
close action location
close range location
close formation location
close mouth location
close object location
far range location
far shore location
far flank location
near beginning location
near center location
near shore location
near depression location
near object location
close split location
close settlement location
close action location
close range location
close formation location
close mouth location
close object location
cold storm temperature
imperfect grasp quality
imperfect appreciation quality
imperfect sympathy quality
imperfect apprehension quality
imperfect realization quality
imperfect grasp quality
imperfect appreciation quality
imperfect sympathy quality
imperfect apprehension quality
imperfect realization quality
clean bowl state
clean container state
clean crockery state
cool beverage temperature
cool draught temperature
cool drink temperature
cool coffee temperature
cool liquid temperature
cool tea temperature
cool beverage temperature
cool draught temperature
cool drink temperature
cool coffee temperature
cool liquid temperature
cool tea temperature
warm chocolate temperature
warm beverage temperature
warm cocoa temperature
warm cider temperature
warm drink temperature
warm toast temperature
warm coffee temperature
warm liquid temperature
warm tea temperature
special ground relation
special occasion relation
special reason relation
special score relation
comfortable afternoon emotion
comfortable period emotion
social action social
social behaviour social
social behavior social
social activity social
unsocial behaviour social
social action social
social behaviour social
social behavior social
social activity social
good weapon evaluation
good arm evaluation
bad weapon evaluation
bad arm evaluation
good weapon evaluation
good arm evaluation
incredible witness certainty
incredible assertion certainty
incredible testament certainty
square board manner
square board manner
free quality social
free selection social
free alternative social
free opening social
free pick social
free prize social
free sampling social
free vote social
free option social
free volition social
free action social
free ballot social
free determination social
free election social
free way social
free voting social
free pleasure social
free quality social
free selection social
free alternative social
free opening social
free pick social
free prize social
free sampling social
free vote social
free option social
free volition social
free action social
free ballot social
free determination social
free election social
free way social
free voting social
free pleasure social
cool tune temperature
cool wind temperature
cool breeze temperature
cool theme temperature
auspicious beginning evaluation
auspicious opening evaluation
auspicious debut evaluation
auspicious introduction evaluation
auspicious start evaluation
inauspicious beginning evaluation
inauspicious debut evaluation
inauspicious start evaluation
auspicious beginning evaluation
auspicious opening evaluation
auspicious debut evaluation
auspicious introduction evaluation
auspicious start evaluation
heavy aircraft weight
heavy craft weight
broad shoulder dimension
broad shoulder dimension
wide shoulder dimension
cold wind temperature
cold breeze temperature
cold strain temperature
exceptional action intensity
exceptional consideration intensity
exceptional kindness intensity
exceptional generosity intensity
accurate measurement accuracy
accurate surveying accuracy
accurate sampling accuracy
accurate observation accuracy
accurate dosimetry accuracy
accurate scaling accuracy
accurate activity accuracy
accurate measure accuracy
accurate quantification accuracy
accurate photometry accuracy
accurate measuring accuracy
accurate reading accuracy
inaccurate measurement accuracy
inaccurate observation accuracy
inaccurate measure accuracy
inaccurate reading accuracy
accurate measurement accuracy
accurate surveying accuracy
accurate sampling accuracy
accurate observation accuracy
accurate dosimetry accuracy
accurate scaling accuracy
accurate activity accuracy
accurate measure accuracy
accurate quantification accuracy
accurate photometry accuracy
accurate measuring accuracy
accurate reading accuracy
noble deed manner
noble activity manner
noble action manner
noble sacrifice manner
noble disposition manner
noble motivation manner
noble residence manner
noble deed manner
noble activity manner
noble action manner
noble sacrifice manner
noble disposition manner
noble motivation manner
noble residence manner
superior commander social
superior detective social
superior official social
axiomatic fact certainty
deep pit dimension
deep hole dimension
deep cavity dimension
deep hollow dimension
extraordinary hearing relation
extraordinary sitting relation
extraordinary conference relation
extraordinary hearing relation
extraordinary sitting relation
extraordinary conference relation
courageous example character
courageous piece character
cowardly example character
cowardly piece character
courageous example character
courageous piece character
opaque type certainty
opaque shell certainty
opaque cover certainty
opaque covering certainty
opaque piece certainty
superior know-how evaluation
superior content evaluation
superior discernment evaluation
superior good evaluation
superior judgement evaluation
superior sagacity evaluation
superior goodness evaluation
superior depth evaluation
superior wisdom evaluation
superior know-how evaluation
superior content evaluation
superior discernment evaluation
superior good evaluation
superior judgement evaluation
superior sagacity evaluation
superior goodness evaluation
superior depth evaluation
superior wisdom evaluation
inferior content evaluation
inferior good evaluation
temporary habitation duration
temporary dwelling duration
temporary apartment duration
temporary block duration
temporary quarters duration
temporary abode duration
temporary hostel duration
temporary construction duration
temporary shelter duration
temporary lodging duration
temporary housing duration
temporary camp duration
temporary home duration
temporary habitation duration
temporary dwelling duration
temporary apartment duration
temporary block duration
temporary quarters duration
temporary abode duration
temporary hostel duration
temporary construction duration
temporary shelter duration
temporary lodging duration
temporary housing duration
temporary camp duration
temporary home duration
permanent habitation duration
permanent dwelling duration
permanent apartment duration
permanent domicile duration
permanent block duration
permanent quarters duration
permanent abode duration
permanent construction duration
permanent shelter duration
permanent housing duration
permanent camp duration
permanent home duration
dark corner light
dark corner light
striking resemblance intensity
striking likeness intensity
striking affinity intensity
deaf individual health
deaf professional health
deaf adult health
deaf character health
snotty nose state
delicate negotiation manner
delicate talks manner
delicate diplomacy manner
bad migraine intensity
bad business intensity
bad headache intensity
specific engineering relation
specific browser relation
specific programme relation
specific exercise relation
specific program relation
specific action relation
specific effort relation
specific application relation
specific editor relation
specific use relation
specific utilization relation
specific petition relation
specific cure relation
specific remedy relation
specific frame relation
specific request relation
specific usage relation
specific technology relation
specific engineering relation
specific browser relation
specific programme relation
specific exercise relation
specific program relation
specific action relation
specific effort relation
specific application relation
specific editor relation
specific use relation
specific utilization relation
specific petition relation
specific cure relation
specific remedy relation
specific frame relation
specific request relation
specific usage relation
specific technology relation
positive marking evaluation
positive score evaluation
positive valuation evaluation
positive mark evaluation
positive rating evaluation
positive appraisal evaluation
positive pricing evaluation
positive judgement evaluation
neutral score evaluation
neutral valuation evaluation
neutral mark evaluation
neutral rating evaluation
ugly concept evaluation
ugly possibility evaluation
right answer quality
right result quality
wrong answer quality
wrong result quality
right answer quality
right result quality
correct answer quality
correct result quality
incorrect answer quality
incorrect result quality
conventional diplomacy social
conventional wisdom social
conventional content social
conventional diplomacy social
conventional wisdom social
conventional content social
deep cleft dimension
deep notch dimension
deep indentation dimension
deep erosion dimension
conclusive grounds certainty
conclusive finding certainty
conclusive determination certainty
conclusive proof certainty
conclusive support certainty
conclusive demonstration certainty
conclusive documentation certainty
conclusive grounds certainty
conclusive finding certainty
conclusive determination certainty
conclusive proof certainty
conclusive support certainty
conclusive demonstration certainty
conclusive documentation certainty
benign atmosphere manner
benign intent manner
benign energy manner
benign disposition manner
benign control manner
benign character manner
benign presence manner
easy chore difficulty
easy endeavour difficulty
easy project difficulty
easy assignment difficulty
easy venture difficulty
easy endeavor difficulty
easy walkover difficulty
easy undertaking difficulty
easy proposition difficulty
hard endeavour difficulty
hard project difficulty
hard assignment difficulty
hard undertaking difficulty
hard proposition difficulty
hard labor difficulty
sick worker health
sick soul health
sick individual health
sick slave health
sick servant health
stale beer time
stale ale time
stale beer time
stale ale time
fresh beer time
fresh brew time
unwilling accomplice character
unwilling pawn character
square window shape
square opening shape
square panel shape
square framework shape
awkward minute evaluation
awkward moment evaluation
awkward experience evaluation
awkward bit evaluation
awkward period evaluation
awkward piece evaluation
extraordinary afternoon relation
extraordinary period relation
extreme instance manner
extreme exception manner
extreme exemplar manner
extreme exercise manner
extreme humiliation manner
