adjective noun attribute
intense anxiety intensity
sharp point shape
sacred name social
challenging task difficulty
lively discussion manner
ungrateful task manner
dutiful child character
generous donation quantity
short flight duration
active interest manner
late evening time
black soil color
late movie time
lifelong study duration
close formation location
cold storm temperature
imperfect understanding quality
good knife evaluation
credible testimony certainty
simple game difficulty
sympathetic word manner
auspicious beginning evaluation
cold air temperature
exceptional kindness intensity
accurate measurement accuracy
superior officer social
atrocious crime emotion
axiomatic truth certainty
clear case certainty
superior wisdom evaluation
clear-cut evidence certainty
temporary housing duration
deaf adult health
snotty nose state
delicate negotiation manner
specific application relation
angular shape shape
new car age
beautiful theory evaluation
sloppy workmanship manner
conclusive proof certainty
malign spirit manner
stale beer time
disobedient child character
willing helper character
awkward time evaluation
hot breath temperature
extreme example manner
final answer relation
intense fire intensity
universal experience completeness
other person relation
moderate price intensity
big man power
unique ability relation
late breakfast time
effective entrance power
elevated terrain dimension
vital interest importance
clear water light
good joke evaluation
unique accent relation
easy victory difficulty
unpopular idea social
complete set completeness
prominent citizen power
sensible person character
low price intensity
cardinal rule importance
squat tower dimension
thorough search manner
laudable motive evaluation
current negotiation time
short holiday duration
big island dimension
moderate success intensity
early variety time
licensed pharmacist validity
significant contribution importance
immoderate laughter intensity
poor light evaluation
other side relation
unkind remark manner
reputable business social
current topic time
fiery temper emotion
clear explanation certainty
complete gentleman quality
supreme sacrifice intensity
grievous crime emotion
explicit instruction certainty
ultimate achievement intensity
bright future evaluation
green coat color
bitter word emotion
thick cream consistency
natural environment naturalness
indirect light relation
coarse weave texture
familiar figure relation
incredible speed intensity
cheerful greeting emotion
modern history time
fascinating story emotion
sacred bread social
short money quantity
big business intensity
shabby treatment manner
longtime companion duration
fast film speed
late flight time
honorable life manner
thick smoke consistency
same dimension relation
fast track speed
complete wardrobe completeness
creative imagination manner
immediate reply time
straight road shape
nasty trick emotion
speedy recovery speed
paltry wage quantity
simple problem difficulty
slow lane speed
far journey location
short story duration
fine-grained rock texture
far side location
foreign nation relation
hot stove temperature
stale bread time
curt reply character
confident speaker character
lukewarm coffee temperature
handicapped baby health
irregular behavior relation
accurate reproduction accuracy
sharp knife shape
comprehensive survey completeness
low ceiling dimension
irresponsible action character
sticky question difficulty
bold adventure manner
average people relation
critical shortage intensity
sincere regret manner
confident reply character
common land social
delicate flavor taste
ample supply quantity
clean animal state
incessant noise continuity
reputable scientist social
solid comfort evaluation
immediate influence relation
long-term reconstruction duration
mild pain intensity
dreadful manner evaluation
complete accounting completeness
soft voice manner
concise explanation manner
rapid rise speed
thick soup consistency
accurate accounting accuracy
new year time
mistaken view quality
correct answer quality
minuscule amount quantity
sincere friendship manner
large city dimension
unswerving allegiance stability
awful voice evaluation
smart pace speed
long line dimension
soft music manner
lively party manner
implicit agreement certainty
low bow dimension
different conclusion relation
other employment relation
spectacular rise manner
potent toxin function
vertical pillar dimension
hot argument emotion
minor share quantity
senseless act manner
timid response character
mild fever intensity
critical mass intensity
cold beer temperature
sunny smile emotion
average merit relation
cordial greeting emotion
extinct volcano function
pleasant scene evaluation
far country location
unpopular war social
determinate answer certainty
moderate size intensity
interior decoration location
fast car speed
green structure color
worthwhile book evaluation
coarse meal texture
incorrect calculation quality
comprehensive coverage completeness
soft job manner
big city dimension
green scarf color
varicose vein health
fractional share completeness
faithful service character
hot topic emotion
big group quantity
beautiful painting evaluation
generous portion quantity
massive sculpture dimension
transient beauty duration
total disaster intensity
fundamental error importance
big hole dimension
flagrant violation intensity
independent judgment social
scanty harvest quantity
exquisite pain intensity
low sun dimension
big continent dimension
early retirement time
tasty morsel taste
jumbo jet dimension
jumbo shrimp dimension
ominous silence evaluation
big day importance
current position time
low hill dimension
clear indication certainty
fresh air composition
dire emergency intensity
troublesome situation manner
unnatural interest relation
sufficient food quantity
sociable occasion manner
false tale quality
inaccurate translation accuracy
long life duration
different part relation
grey jacket color
important question importance
fresh bread time
ultimate goal intensity
other book relation
young people age
unpolluted stream composition
potent weapon function
dull sky light
nasty shock emotion
cold finger temperature
poor morale evaluation
nice face evaluation
same day relation
nice day evaluation
common knowledge relation
fast pace speed
indirect path relation
meritorious conduct evaluation
honorable service manner
macabre tale emotion
acquisitive society character
large sum quantity
white dress color
ingrown toenail health
low reservoir intensity
loyal friend character
long time duration
other house relation
indulgent parent character
sardonic laughter emotion
blue robe color
effective step function
simple design manner
clean dish state
unswerving devotion stability
cozy nook manner
easy answer difficulty
usual bedtime relation
interior scene location
short life duration
credible information certainty
nasty mood emotion
straight hair shape
early death time
moderate demand intensity
short passage dimension
overwhelming joy intensity
low cloud dimension
underhand method certainty
foreign accent relation
positive attitude evaluation
fundamental change importance
inconvenient place quality
bold speech character
slow step speed
acknowledged leader social
ineffective legislation power
willing participant character
large area dimension
early warning time
grim man emotion
new comet age
straight line shape
senior officer social
intense pain intensity
original mind manner
available information relation
functional architecture function
nasty smell emotion
extreme danger intensity
conclusive evidence certainty
critical illness intensity
ample food quantity
perpetual struggle continuity
moderate estimate intensity
vibrant group manner
curly hair shape
incomplete account completeness
formal ball social
common man relation
lifeless body state
sultry summer climate
accurate scale accuracy
exaggerated opinion manner
green tiger color
other sex relation
cold wind temperature
worthy cause evaluation
false assumption quality
solid block texture
flat cut dimension
improper medication quality
active volcano function
complete meal completeness
critical element importance
dashing hero manner
different side relation
slight evidence importance
great multitude intensity
consummate performance quality
inconclusive evidence certainty
nice fellow evaluation
cheery hello emotion
bright sun light
nasty thing emotion
barren woman health
ultimate destiny intensity
big mouth dimension
longtime dream duration
intractable pain difficulty
nice gesture evaluation
common nuisance relation
humdrum existence manner
swarthy face appearance
original approach manner
poor salary quantity
loyal supporter character
clear complexion appearance
outstanding fact manner
short month duration
bright room light
crooked thing shape
common parlance social
massive increase intensity
sacred mosque social
external concern manner
pleasant evening evaluation
voluminous skirt dimension
common brand relation
twisty track shape
familiar song relation
amusing speaker emotion
slim chance intensity
beautiful child appearance
obvious error certainty
new law time
typical case relation
dull glow light
wild goose naturalness
low supply quantity
big expenditure intensity
abundant supply quantity
intractable issue difficulty
miniature camera dimension
early diagnosis time
careful research manner
early morning time
long friendship duration
false testimony quality
internal organ location
miscellaneous crowd relation
easy job difficulty
somber mood emotion
uneven ground dimension
intense desire intensity
crucial information importance
raw deal manner
nice dress evaluation
ragged line shape
comprehensive education completeness
precious memory evaluation
big voice sound
empty glass state
contaminated water composition
hot temper emotion
easy way difficulty
easy problem difficulty
essential feature importance
long word dimension
acid comment emotion
available candidate relation
double-edged sword shape
brusque manner character
torrential rain intensity
clear glass light
unchangeable fact stability
tame animal naturalness
correct version quality
gallant warrior character
oily rag state
useful member function
mindless violence manner
hot month temperature
dull day manner
speedy resolution speed
pleasant sensation evaluation
dormant volcano function
sacred calling evaluation
good dress evaluation
plenary session completeness
original music manner
smart child intelligence
audible whisper sound
empty seat state
current event time
haphazard system manner
enjoyable company emotion
nasty accident emotion
spare figure constitution
coarse sand texture
sharp scissors shape
unreasonable demand intensity
new friend duration
early spring time
shallow breathing intensity
evident hostility certainty
exemplary behavior evaluation
black lie manner
nice manner evaluation
remarkable sight evaluation
short supply quantity
abnormal power intensity
supreme courage evaluation
prominent feature importance
docile pupil character
total failure intensity
weak president power
lamentable decision evaluation
hot water temperature
significant change importance
faithful employee character
corrupt government manner
staple crop importance
blue day emotion
varied work relation
cozy room manner
same rule relation
complete defeat intensity
grim joke manner
cold season temperature
fresh scent smell
formal requirement social
middling performance power
valiant soldier character
fresh lettuce time
implicit criticism certainty
lasting influence duration
vehement defense manner
genuine emotion manner
natural cliff naturalness
moderate income intensity
large number quantity
bubbly personality character
formal dress social
long road dimension
strong man constitution
glaring error intensity
rational analysis manner
short hair dimension
nice time evaluation
noticeable lack certainty
ultimate insult intensity
brief statement manner
internal mechanism location
abnormal interest relation
critical temperature intensity
formal education social
different approach relation
dishonest politician character
meteoric rise speed
hot morning temperature
long-standing habit duration
foiled attempt power
foreign city relation
brutish man character
tropical weather climate
stiff drink function
cold logic emotion
future historian time
significant detail importance
other ear relation
independent mind social
domestic animal naturalness
divergent opinion relation
all-embracing definition completeness
exhaustive study completeness
good secretary evaluation
pronounced flavor certainty
cheerful nature emotion
sharp criticism intensity
rudimentary plan completeness
deaf audience health
perpendicular height dimension
other direction relation
thriving business manner
pleasurable excitement evaluation
honorable man character
delicate china texture
nice today evaluation
mild rebuke intensity
creepy story emotion
infertile couple health
clear air light
grievous offense emotion
prompt reply time
other day relation
grisly murder emotion
central cause importance
same species relation
wild plant naturalness
devilish scheme manner
middle year time
potent liquor function
sensible choice manner
colloquial style social
comfortable salary quantity
cheerful room emotion
good news evaluation
cold water temperature
