adjective noun attribute
blank Blech Oberfläche
blank Degen Oberfläche
blank Felge Oberfläche
blank Holztisch Oberfläche
blank Klinge Oberfläche
blank Knopf Oberfläche
blank Messer Oberfläche
blank Metallteil Oberfläche
blank Säbel Oberfläche
blank Schwert Oberfläche
blank Stiefel Oberfläche
blank Taler Oberfläche
blank Waffe Oberfläche
bitter Komödie Emotion
bitter Satire Emotion
blank Boden Oberfläche
blank Draht Oberfläche
dunkel Anzug Helligkeit
dunkel Brille Helligkeit
dunkel Flur Helligkeit
dunkel Gang Helligkeit
dunkel Gasse Helligkeit
dunkel Glas Helligkeit
dunkel Hemd Helligkeit
dunkel Hose Helligkeit
dunkel Jacke Helligkeit
dunkel Jackett Helligkeit
dunkel Jeans Helligkeit
dunkel Kleid Helligkeit
dunkel Kleidung Helligkeit
dunkel Korridor Helligkeit
dunkel Kostüm Helligkeit
dunkel Krawatte Helligkeit
dunkel Limousine Helligkeit
dunkel Mantel Helligkeit
dunkel Raum Helligkeit
dunkel Saal Helligkeit
dunkel Sonnenbrille Helligkeit
dunkel Straße Helligkeit
dunkel Tunnel Helligkeit
dunkel Verlies Helligkeit
dunkel Zimmer Helligkeit
grob Holztisch Beschaffenheit
grob Pinsel Beschaffenheit
grob Werkzeug Beschaffenheit
leicht Gepäck Gewicht
hell Anzug Helligkeit
hell Büro Helligkeit
hell Display Helligkeit
hell Fenster Helligkeit
hell Halle Helligkeit
hell Hemd Helligkeit
hell Hose Helligkeit
hell Jacke Helligkeit
hell Jeans Helligkeit
deftig Klatsche Intensität
hell Kleid Helligkeit
hell Lampe Helligkeit
hell Mantel Helligkeit
hell Möbel Helligkeit
hell Raum Helligkeit
hell Trenchcoat Helligkeit
hell Wand Helligkeit
hell Zimmer Helligkeit
leicht Lastwagen Gewicht
leicht Nutzfahrzeug Gewicht
rund Ball Form
rund Becken Form
rund Bogen Form
rund Brille Form
rund Brillenglas Form
rund Dach Form
rund Deckel Form
rund Doppelscheinwerfer Form
rund Dose Form
rund Erker Form
rund Fenster Form
rund Gehäuse Form
rund Grundriß Form
rund Heck Form
rund Holztisch Form
rund Hornbrille Form
rund Hut Form
rund Hütte Form
rund Kappe Form
rund Kissen Form
rund Knopf Form
rund Kuppel Form
rund Mütze Form
rund Platte Form
rund Podest Form
rund Raum Form
rund Saal Form
rund Schale Form
rund Scheibe Form
dumm Zeug Intelligenz
rund Scheinwerfer Form
rund Schild Form
rund Sonnenbrille Form
rund Spiegel Form
rund Tafel Form
rund Tischchen Form
rund Turm Form
scharf Klinge Form
scharf Messer Form
scharf Schwert Form
scharf Waffe Form
schwarz Anzug Farbe
schwarz Balken Farbe
schwarz Brille Farbe
schwarz Fahne Farbe
schwarz Flagge Farbe
schwarz Gewand Farbe
schwarz Hemd Farbe
schwarz Hose Farbe
schwarz Hut Farbe
schwarz Jacke Farbe
schwarz Jeans Farbe
schwarz Kasten Farbe
schwarz Kleid Farbe
schwarz Kleidung Farbe
schwarz Kostüm Farbe
schwarz Lederjacke Farbe
schwarz Limousine Farbe
schwarz Mantel Farbe
schwarz Maske Farbe
schwarz Robe Farbe
schwarz Rock Farbe
schwarz Schuh Farbe
schwarz Sonnenbrille Farbe
schwarz Stein Farbe
schwarz Stiefel Farbe
schwarz Tinte Farbe
schwarz T-Shirt Farbe
schwarz Tuch Farbe
schwarz Umhang Farbe
schwarz Uniform Farbe
schwarz Vorhang Farbe
süß Zeug Geschmack
dunkel Kanal Gewissheit
grob Fälschung Intensität
grob Raster Genauigkeit
hell Tenor Ton
historisch Bau Zeit
historisch Bausubstanz Zeit
historisch Bauwerk Zeit
historisch Gebäude Zeit
herrlich Allee Bewertung
herrlich Bild Bewertung
herrlich Gemälde Bewertung
historisch Instrument Zeit
herrlich Kostüm Bewertung
herrlich Melodie Bewertung
herrlich Musik Bewertung
herrlich Palast Bewertung
historisch Rathaus Zeit
herrlich Spielzeug Bewertung
herrlich Terrasse Bewertung
herrlich Villa Bewertung
karg Behausung Art&Weise
karg Bühnenbild Art&Weise
karg Ausstattung Menge
hölzern Aussichtsplattform Material
hölzern Aussichtsturm Material
hölzern Balken Material
hölzern Balkon Material
hölzern Balustrade Material
hölzern Baracke Material
hölzern Boot Material
hölzern Brücke Material
hölzern Dachkonstruktion Material
hölzern Dachstuhl Material
hölzern Decke Material
hölzern Einbau Material
hölzern Eingangstor Material
hölzern Eingangstür Material
hölzern Fensterladen Material
hölzern Fensterrahmen Material
hölzern Fußboden Material
hölzern Geländer Material
hölzern Gerüst Material
hölzern Gestell Material
hölzern Glockenturm Material
hölzern Griff Material
hölzern Handlauf Material
hölzern Hütte Material
hölzern Kanzel Material
hölzern Karren Material
hölzern Kassettendecke Material
hölzern Kasten Material
hölzern Kiste Material
hölzern Kochlöffel Material
hölzern Konstruktion Material
hölzern Kreuz Material
hölzern Kruzifix Material
hölzern Laufsteg Material
hölzern Löffel Material
hölzern Madonna Material
hölzern Maske Material
hölzern Mast Material
hölzern Palisade Material
hölzern Pavillon Material
hölzern Pfahl Material
hölzern Pflug Material
hölzern Plattform Material
hölzern Podest Material
hölzern Pritsche Material
hölzern Puppe Material
hölzern Regal Material
hölzern Sarg Material
hölzern Sarkophag Material
hölzern Schiffsrumpf Material
hölzern Schild Material
hölzern Schrein Material
hölzern Schuppen Material
hölzern Sitzbank Material
hölzern Skulptur Material
hölzern Stab Material
hölzern Stange Material
hölzern Statue Material
hölzern Steg Material
hölzern Stiege Material
hölzern Stuhl Material
hölzern Tafel Material
hölzern Terrasse Material
hölzern Tisch Material
hölzern Tischplatte Material
hölzern Tonnengewölbe Material
hölzern Trennwand Material
hölzern Treppe Material
hölzern Treppenhaus Material
hölzern Tribüne Material
hölzern Truhe Material
hölzern Tür Material
hölzern Turm Material
hölzern Veranda Material
hölzern Verschlag Material
hölzern Vorbau Material
hölzern Wachturm Material
hölzern Wagenrad Material
hölzern Wegweiser Material
hölzern Wendeltreppe Material
hölzern Zugbrücke Material
karg Interieur Art&Weise
karg Raum Art&Weise
karg Szenerie Art&Weise
karg Zimmer Art&Weise
leicht Lektüre Art&Weise
leicht Weg Art&Weise
mächtig Kirche Dimension
mächtig Bau Dimension
mächtig Gebäude Dimension
mächtig Kathedrale Dimension
mächtig Kuppel Dimension
mächtig Mauer Dimension
mächtig Pfeiler Dimension
mächtig Säule Dimension
mächtig Turm Dimension
reich Ausstattung Art&Weise
reich Quelle Menge
reich Schmuck Art&Weise
sanft Ballade Art&Weise
sanft Lied Art&Weise
sanft Melodie Art&Weise
sanft Musik Art&Weise
sanft Rauschen Intensität
scharf Bild Genauigkeit
scharf Pistole Funktionalität
scharf Kurve Zeit
scharf Linkskurve Zeit
schlau Buch Art&Weise
schlau Büchlein Art&Weise
schlau Telefon Funktionalität
sicher Boden Sicherheit
sicher Kernkraftwerk Sicherheit
sicher Schutz Sicherheit
sicher Umgebung Sicherheit
sicher Quelle Gewissheit
sicher Verkehrsmittel Sicherheit
spät Arbeit Zeit
spät Bild Zeit
spät Schrift Zeit
spät Werk Zeit
stark Motor Funktionalität
starr Achse Bewegung
starr Hinterachse Bewegung
starr Korsett Bewegung
starr Luftschiff Bewegung
starr Kamera Bewegung
starr Raster Bewegung
süß Melodie Art&Weise
teuer Anlage Kosten
teuer Anzug Kosten
teuer Apparat Kosten
teuer Auto Kosten
teuer Bauwerk Kosten
teuer Bild Kosten
teuer Fahrzeug Kosten
teuer Film Kosten
teuer Gebäude Kosten
teuer Gemälde Kosten
teuer Gerät Kosten
teuer Gut Kosten
teuer Kamera Kosten
teuer Karte Kosten
teuer Kauf Kosten
teuer Kleid Kosten
teuer Kleidung Kosten
teuer Kunstwerk Kosten
teuer Limousine Kosten
teuer Maschine Kosten
teuer Möbel Kosten
teuer Modell Kosten
teuer Neubau Kosten
teuer Objekt Kosten
teuer Produkt Kosten
teuer Satellit Kosten
teuer Schmuck Kosten
teuer Schuh Kosten
teuer Software Kosten
teuer Spielzeug Kosten
teuer Sportwagen Kosten
teuer Technik Kosten
teuer Ticket Kosten
teuer Uhr Kosten
teuer Wagen Kosten
teuer Ware Kosten
teuer Werk Kosten
teuer Wohnung Kosten
tot Briefkasten Funktionalität
tot Gleis Funktionalität
wild Siedlung Gültigkeit
windig Konstruktion Gewissheit
bitter Humor Emotion
bitter Notwendigkeit Intensität
bitter Unrecht Intensität
bitter Wahrheit Emotion
blank Egoismus Gewissheit
blank Terror Gewissheit
blank Willkür Gewissheit
deftig Humor Art&Weise
dunkel Klang Ton
dunkel Timbre Ton
bitter Geschmack Geschmack
bitter Unterton Geschmack
dunkel Hautfarbe Helligkeit
dunkel Schönheit Helligkeit
dunkel Teint Helligkeit
grob Fahrlässigkeit Intensität
grob Gesichtszug Beschaffenheit
grob Unebenheit Beschaffenheit
hell Hautfarbe Helligkeit
hell Teint Helligkeit
grob Richtwert Genauigkeit
grob Ungerechtigkeit Intensität
grob Unrecht Intensität
süß Geschmack Geschmack
grob Verschulden Intensität
grob Weise Art&Weise
hell Klang Ton
herrlich Ruhe Bewertung
historisch Chance Wichtigkeit
historisch Größe Wichtigkeit
historisch Hoch Wichtigkeit
herrlich Anblick Bewertung
herrlich Duft Bewertung
karg Ästhetik Art&Weise
karg Schönheit Klima
leicht Vorteil Intensität
leicht Zugang Schwierigkeit
mächtig Einfluss Kraft
sanft Gemüt Charakter
sanft Anmut Art&Weise
sanft Art Art&Weise
sanft Klang Art&Weise
sanft Druck Intensität
sanft Gewalt Intensität
sanft Nachdruck Intensität
sanft Wesen Charakter
sanft Schönheit Art&Weise
sanft Zwang Intensität
sanft Weise Art&Weise
scharf Geruch Geruch
scharf Grenzwert Rigorosität
sicher Anlageform Sicherheit
sicher Alternative Sicherheit
sicher Aussicht Gewissheit
sicher Listenplatz Sicherheit
sicher Gespür Gewissheit
sicher Stand Gewissheit
sicher Zugang Gewissheit
spät Ausgleich Zeit
stark Willen Charakter
stark Anreiz Intensität
stark Stellung Kraft
stark Druck Intensität
stark Gewicht Intensität
stark Interesse Intensität
stark Präsenz Intensität
stürmisch Temperament Charakter
süß Geruch Geruch
teuer Lizenz Kosten
wild Durcheinander Intensität
zäh Ausdauer Konstitution
zäh Energie Konstitution
zäh Beharrlichkeit Intensität
zäh Fleiß Intensität
bitter Armut Intensität
dunkel Geschäft Gewissheit
süß Belohnung Geschmack
herrlich Frucht Bewertung
herrlich Geschenk Bewertung
karg Auskommen Menge
karg Budget Menge
karg Einkommen Menge
karg Ernte Menge
karg Gehalt Menge
karg Lebensunterhalt Menge
karg Lohn Menge
karg Rente Menge
karg Sold Menge
leicht Beute Schwierigkeit
leicht Einbuße Intensität
leicht Geld Schwierigkeit
leicht Gewinn Intensität
leicht Minus Intensität
leicht Plus Intensität
leicht Umsatzplus Intensität
leicht Verlust Intensität
reich Ausbeute Menge
reich Beute Menge
reich Bodenschatz Menge
reich Ernte Menge
reich Ertrag Menge
rund Summe Vollständigkeit
sicher Anlage Sicherheit
sicher Einkommen Gewissheit
sicher Einnahmequelle Gewissheit
sicher Investment Sicherheit
sicher Rente Sicherheit
sicher Geldanlage Gewissheit
sicher Staatsanleihe Sicherheit
sicher Rendite Gewissheit
sicher Wahlkreis Gewissheit
stark Einbuße Intensität
stark Kursverlust Intensität
stark Verlust Intensität
stark Währung Stabilität
starr Arbeitsmarkt Rigorosität
teuer Anschaffung Kosten
teuer Einkauf Kosten
teuer Geld Kosten
teuer Geschenk Kosten
teuer Immobilie Kosten
teuer Investition Kosten
teuer Kredit Kosten
teuer Miete Kosten
teuer Übernahme Kosten
teuer Zukauf Kosten
tot Kapital Funktionalität
windig Deal Gewissheit
windig Geschäft Gewissheit
dunkel Seite Bewertung
grob Strich Genauigkeit
grob Umriss Genauigkeit
dunkel Blau Helligkeit
dunkel Farbe Helligkeit
dunkel Fleck Helligkeit
dunkel Flecken Helligkeit
dunkel Grün Helligkeit
dunkel Ring Helligkeit
dunkel Rot Helligkeit
dunkel Streifen Helligkeit
dunkel Ton Helligkeit
grob Korn Beschaffenheit
hell Blau Helligkeit
hell Ton Helligkeit
hell Farbe Helligkeit
hell Farbton Helligkeit
hell Fleck Helligkeit
hell Flecken Helligkeit
hell Glanz Helligkeit
hell Grün Helligkeit
hell Rot Helligkeit
hell Streifen Helligkeit
hell Weiß Helligkeit
rund Auge Form
rund Ecke Form
rund Fläche Form
rund Fleck Form
rund Form Form
rund Kugel Form
rund Querschnitt Form
rund Vertiefung Form
schwarz Farbe Farbe
schwarz Fleck Farbe
schwarz Flecken Farbe
schwarz Streifen Farbe
schwarz Strich Farbe
herrlich Farbe Bewertung
hölzern Wandverkleidung Material
leicht Erhöhung Intensität
mächtig Gestalt Dimension
mächtig Block Kraft
rund Buckel Form
sanft Anhöhe Intensität
sanft Bogen Intensität
sanft Farbe Intensität
sanft Pastellton Intensität
sanft Rundung Intensität
sanft Ton Intensität
scharf Einschnitt Form
scharf Kante Form
scharf Kante Form
scharf Kontur Genauigkeit
starr Körper Bewegung
wild Mischung Intensität
bitter Enttäuschung Intensität
bitter Gefühl Emotion
bitter Hohn Intensität
bitter Not Intensität
bitter Spott Art&Weise
blank Angst Intensität
blank Elend Intensität
blank Entsetzen Intensität
blank Furcht Intensität
blank Gier Gewissheit
blank Haß Gewissheit
blank Hohn Gewissheit
blank Horror Intensität
blank Hysterie Intensität
blank Neid Gewissheit
blank Panik Intensität
blank Verzweiflung Intensität
blank Wut Intensität
blank Zorn Intensität
dumm Gefühl Bewertung
dunkel Ahnung Bewertung
dunkel Vorahnung Bewertung
grob Undank Intensität
hell Aufregung Intensität
hell Aufruhr Intensität
hell Begeisterung Intensität
hell Empörung Intensität
hell Entsetzen Intensität
hell Entzücken Intensität
hell Freude Intensität
herrlich Gefühl Bewertung
herrlich Spaß Bewertung
mächtig Auftrieb Intensität
prall Lebensfreude Intensität
prall Lebenslust Intensität
sanft Melancholie Art&Weise
sanft Spott Intensität
sicher Gefühl Sicherheit
sicher Instinkt Gewissheit
spät Genugtuung Zeit
spät Glück Zeit
stark Engagement Intensität
stark Gefühl Intensität
stark Zweifel Intensität
starr Orthodoxie Rigorosität
stürmisch Leidenschaft Art&Weise
stürmisch Liebe Art&Weise
stürmisch Begeisterung Intensität
süß Melancholie Emotion
teuer Vergnügen Kosten
wild Leidenschaft Art&Weise
wild Wut Intensität
bitter Abrechnung Emotion
bitter Abstieg Intensität
bitter Auseinandersetzung Intensität
bitter Bilanz Emotion
bitter Erfahrung Emotion
bitter Erlebnis Emotion
bitter Ernst Intensität
bitter Fazit Emotion
bitter Folge Emotion
bitter Gang Emotion
bitter Heimniederlage Intensität
bitter Kampf Intensität
bitter Konsequenz Emotion
bitter Lächeln Emotion
bitter Lehre Emotion
bitter Lektion Intensität
bitter Los Emotion
bitter Niederlage Intensität
bitter Pleite Intensität
bitter Resümee Emotion
bitter Rückschlag Intensität
bitter Schicksal Emotion
bitter Verlust Intensität
bitter Witz Emotion
bitter Abgang Geschmack
blank Not Intensität
blank Unsinn Intensität
blank Zufall Intensität
deftig Heimniederlage Intensität
deftig Niederlage Intensität
deftig Strafe Intensität
deftig Wortwahl Art&Weise
dumm Aktion Intelligenz
dumm Zufall Bewertung
dunkel Machenschaft Gewissheit
grob Annäherung Genauigkeit
grob Beleidigung Intensität
grob Einmischung Intensität
grob Entstellung Intensität
grob Foul Intensität
grob Foulspiel Intensität
grob Irreführung Intensität
grob Menschenrechtsverletzung Intensität
grob Missbrauch Intensität
grob Missstand Intensität
grob Pflichtverletzung Intensität
grob Pinselstrich Genauigkeit
grob Schaden Intensität
grob Störung Intensität
grob Täuschung Intensität
grob Übertreibung Intensität
grob Unfug Intensität
grob Unsinn Intensität
grob Unsportlichkeit Intensität
grob Vereinfachung Intensität
grob Verfehlung Intensität
grob Verletzung Intensität
grob Vernachlässigung Intensität
grob Verstoß Intensität
grob Vertrauensbruch Intensität
dunkel Schatten Helligkeit
hell Beleuchtung Helligkeit
herrlich Flanke Bewertung
schwarz Schatten Farbe
herrlich Kopfball Bewertung
herrlich Parodie Bewertung
herrlich Paß Bewertung
historisch Aufgabe Wichtigkeit
historisch Leistung Wichtigkeit
historisch Moment Wichtigkeit
historisch Sieg Wichtigkeit
historisch Tief Wichtigkeit
historisch Verdienst Wichtigkeit
historisch Wende Wichtigkeit
herrlich Schauspiel Bewertung
herrlich Urlaub Bewertung
karg Dasein Art&Weise
karg Lebensbedingung Art&Weise
leicht Abkühlung Intensität
leicht Abschwächung Intensität
leicht Arbeit Art&Weise
leicht Aufschwung Intensität
leicht Aufwärtstrend Intensität
leicht Berührung Intensität
leicht Besserung Intensität
leicht Dämpfer Intensität
leicht Druck Intensität
leicht Aufgabe Schwierigkeit
leicht Entspannung Intensität
leicht Erholung Intensität
leicht Korrektur Intensität
leicht Lächeln Intensität
leicht Job Art&Weise
leicht Lauftraining Art&Weise
leicht Schaden Intensität
leicht Sieg Schwierigkeit
leicht Steigerung Intensität
leicht Los Art&Weise
leicht Umsatzrückgang Intensität
leicht Veränderung Intensität
leicht Verbesserung Intensität
