adjective noun attribute
intense anxiety intensity
sick child health
powerful kick intensity
hollow tree shape
high price intensity
pure tone manner
sacred name social
challenging task difficulty
responsible adult character
high mountain dimension
ungrateful task manner
unusual punishment relation
dirty work manner
generous donation quantity
short flight duration
active interest manner
late evening time
ordinary decency relation
black soil color
longstanding friendship duration
late movie time
left hand location
lifelong study duration
close formation location
cold storm temperature
dirty money validity
dirty dish state
cool drink temperature
special reason relation
good knife evaluation
unhappy truth emotion
cool air temperature
auspicious beginning evaluation
heavy aircraft weight
cold air temperature
exceptional kindness intensity
accurate measurement accuracy
noble deed manner
atrocious crime emotion
pure oxygen composition
deep cavity dimension
extraordinary session relation
clear case certainty
regular bedtime relation
clear-cut evidence certainty
temporary housing duration
deaf adult health
bad headache intensity
specific application relation
new car age
negative evaluation evaluation
conventional wisdom social
sloppy workmanship manner
deep indentation dimension
conclusive proof certainty
sick worker health
stale beer time
normal curiosity relation
willing helper character
true meaning quality
hot breath temperature
ordinary day relation
extreme example manner
negative outlook evaluation
negative reaction evaluation
final answer relation
rough time manner
intense fire intensity
universal experience completeness
other person relation
light ring weight
big man power
unique ability relation
dry land state
late breakfast time
clear water light
good joke evaluation
unique accent relation
left side location
easy victory difficulty
unpopular idea social
sore trial emotion
prominent citizen power
outrageous amount intensity
notorious district social
inadequate income quantity
cardinal rule importance
deficient education manner
thorough search manner
laudable motive evaluation
high opinion evaluation
short holiday duration
big island dimension
licensed pharmacist validity
significant contribution importance
immoderate laughter intensity
inactive life manner
poor light evaluation
perfect circle quality
inappropriate pressure quality
other side relation
unkind remark manner
treble voice sound
atypical behavior relation
whole loaf completeness
clear explanation certainty
sound explanation manner
supreme sacrifice intensity
popular thought relation
grievous crime emotion
explicit instruction certainty
ultimate achievement intensity
intrusive presence manner
green coat color
dominant partner power
thick cream consistency
coarse weave texture
familiar figure relation
major portion quantity
cheerful greeting emotion
modern history time
lawful method validity
sacred bread social
adequate training manner
wrong assumption quality
regular meal continuity
heavy thing weight
short money quantity
big business intensity
unhappy time emotion
ugly face appearance
fast film speed
everyday scene relation
cool breeze temperature
late flight time
honorable life manner
thick smoke consistency
fast track speed
light body weight
immediate reply time
nasty trick emotion
far journey location
short story duration
fine-grained rock texture
odorless gas smell
far side location
foreign nation relation
harsh cry manner
hot stove temperature
proper place quality
stale bread time
curt reply character
heavy load weight
lukewarm coffee temperature
accurate reproduction accuracy
dirty job manner
cool wind temperature
affable smile emotion
whole wardrobe completeness
comprehensive survey completeness
perfect manner quality
irresponsible action character
thin line dimension
sincere regret manner
unusual ability relation
ample supply quantity
clean animal state
unfair method manner
incessant noise continuity
solid comfort evaluation
immediate influence relation
uncommon bird relation
benign ruler character
dreadful manner evaluation
whole hog completeness
soft voice manner
concise explanation manner
dominant role power
fine rain texture
thick soup consistency
accurate accounting accuracy
serious student character
new year time
powerful arm constitution
grave decision importance
thin oil consistency
correct answer quality
sincere friendship manner
large city dimension
unswerving allegiance stability
smart pace speed
soft music manner
small car dimension
posthumous book time
implicit agreement certainty
wrong road quality
deep voice sound
other employment relation
spectacular rise manner
valuable friend evaluation
perfect happiness quality
high ceiling dimension
vertical pillar dimension
terrific battle intensity
hot argument emotion
minor share quantity
senseless act manner
timid response character
competent performance manner
deep snow dimension
cool reception emotion
powerful bomb function
cold beer temperature
sunny smile emotion
extinct volcano function
grave responsibility importance
pleasant scene evaluation
handy gadget function
far country location
unpopular war social
determinate answer certainty
fast car speed
deep breath intensity
green structure color
worthwhile book evaluation
general assistance relation
coarse meal texture
incorrect calculation quality
comprehensive coverage completeness
soft job manner
big city dimension
green scarf color
extraordinary achievement intensity
powerful drug function
varicose vein health
true story quality
perfect specimen quality
hot topic emotion
big group quantity
standard size relation
generous portion quantity
friendly advice manner
reasonable price intensity
transient beauty duration
fundamental error importance
big hole dimension
benign influence evaluation
flagrant violation intensity
scanty harvest quantity
exquisite pain intensity
happy day emotion
big continent dimension
huge wave dimension
jumbo jet dimension
jumbo shrimp dimension
ominous silence evaluation
big day importance
clear indication certainty
fresh air composition
extraordinary capacity intensity
thin soup consistency
inclined plane dimension
convenient excuse quality
intelligent question intelligence
unnatural interest relation
deep emotion intensity
sociable occasion manner
false tale quality
inaccurate translation accuracy
grey jacket color
important question importance
fresh bread time
casual correspondence continuity
enough food quantity
ultimate goal intensity
innermost feeling manner
other book relation
intelligent life intelligence
young people age
happy smile emotion
dull sky light
nasty shock emotion
cold finger temperature
poor morale evaluation
nice face evaluation
nice day evaluation
fast pace speed
bad shape manner
extraordinary authority intensity
rough life manner
longstanding conflict duration
meritorious conduct evaluation
thin air consistency
honorable service manner
placid temperament character
clever man intelligence
proud moment emotion
large sum quantity
white dress color
deep soil dimension
loyal friend character
painful process manner
other house relation
indulgent parent character
general rule relation
heavy metal weight
blue robe color
clean dish state
unswerving devotion stability
easy answer difficulty
extraordinary popularity intensity
short life duration
lazy river speed
nasty mood emotion
deplorable state evaluation
heroic attack manner
short passage dimension
unfaithful lover character
foreign accent relation
positive attitude evaluation
fundamental change importance
light material weight
terrific noise intensity
acknowledged leader social
willing participant character
little man constitution
large area dimension
new comet age
regular duty continuity
intense pain intensity
light machine weight
unfair trial manner
original mind manner
functional architecture function
nasty smell emotion
extreme danger intensity
conclusive evidence certainty
happy marriage emotion
friendly person character
ample food quantity
perpetual struggle continuity
vibrant group manner
incomplete account completeness
formal ball social
conventional behavior social
noble spirit manner
sultry summer climate
accurate scale accuracy
similar food relation
green tiger color
other sex relation
cold wind temperature
ignoble part manner
fearless reporter character
false assumption quality
plentiful food quantity
solid block texture
dry climate climate
improper medication quality
benign smile evaluation
active volcano function
individual way relation
bad choice evaluation
consummate performance quality
inconclusive evidence certainty
nice fellow evaluation
perfect day quality
cheery hello emotion
nasty thing emotion
whole attention completeness
dead man state
barren woman health
continuous line continuity
ultimate destiny intensity
big mouth dimension
deep sleep intensity
intractable pain difficulty
nice gesture evaluation
wrong medicine quality
swarthy face appearance
original approach manner
poor salary quantity
loyal supporter character
tough job manner
clear complexion appearance
responsible journalism manner
short month duration
crooked thing shape
longstanding claim duration
wet weather climate
light structure weight
longstanding reputation duration
sound thrashing intensity
sacred mosque social
individual page relation
heavy structure weight
pleasant evening evaluation
high point intensity
high hope intensity
desperate illness intensity
ill-gotten gain validity
voluminous skirt dimension
twisty track shape
familiar song relation
amusing speaker emotion
bad review evaluation
slim chance intensity
wrong information quality
obvious error certainty
deep concentration intensity
new law time
typical case relation
dull glow light
continuous row continuity
big expenditure intensity
uncommon character relation
intractable issue difficulty
miniature camera dimension
exciting account emotion
careful research manner
false testimony quality
uncertain future certainty
miscellaneous crowd relation
dramatic rescue emotion
easy job difficulty
somber mood emotion
gruff manner character
uneven ground dimension
intense desire intensity
special permission relation
crucial information importance
puzzling statement manner
drab life manner
nice dress evaluation
ragged line shape
dry paint state
comprehensive education completeness
big voice sound
uncertain consequence certainty
empty glass state
wrong paper quality
hot temper emotion
easy way difficulty
easy problem difficulty
fine weave texture
general term relation
unfair advantage manner
acid comment emotion
brusque manner character
torrential rain intensity
clear glass light
unchangeable fact stability
tame animal naturalness
correct version quality
fine grain texture
oily rag state
deep cut dimension
useful member function
mindless violence manner
gluttonous appetite intensity
hot month temperature
successful architect power
perfect reproduction quality
dull day manner
pleasant sensation evaluation
dormant volcano function
sacred calling evaluation
good dress evaluation
plenary session completeness
general reader relation
original music manner
smart child intelligence
audible whisper sound
empty seat state
enjoyable company emotion
idyllic life manner
nasty accident emotion
spare figure constitution
coarse sand texture
new friend duration
shallow breathing intensity
little house dimension
evident hostility certainty
exemplary behavior evaluation
black lie manner
nice manner evaluation
high forehead appearance
short supply quantity
